date,open,high,low,close,volume
2026-03-03,263.237492,265.315564,259.89057,263.507233,38568900
2026-03-04,264.406395,265.905014,261.179388,262.278351,39803100
2026-03-05,260.549955,261.319235,257.013205,260.050415,49658600
2026-03-06,258.391928,258.531784,254.13584,257.222992,41120000
2026-03-09,255.454632,260.909598,253.446473,259.640778,38218500
2026-03-10,257.412839,262.23841,256.713502,260.589905,30590800
2026-03-11,260.849657,261.888708,259.311066,260.569916,26218900
2026-03-12,258.421906,258.711648,253.946019,255.524567,40794000
2026-03-13,255.244837,256.094046,249.290332,249.889771,36930000
2026-03-16,251.877942,253.656303,249.649999,252.587296,32074200
2026-03-17,252.727167,254.895168,251.947871,253.995987,32361600
2026-03-18,252.397472,254.705343,248.770808,249.709946,35757900
2026-03-19,249.170432,251.598204,247.072375,248.73085,34864100
2026-03-20,247.751733,248.970612,245.77356,247.761734,88331100
2026-03-23,253.736227,254.365652,250.049621,251.258514,40546100
2026-03-24,250.119565,254.595437,249.320298,251.408371,45152300
2026-03-25,253.866115,254.765281,251.368416,252.387466,28476700
2026-03-26,251.887931,256.763444,250.539183,252.657227,41796700
2026-03-27,253.66628,255.254828,247.84166,248.570984,47900000
2026-03-30,249.839821,250.639072,245.284005,246.402985,39446200
2026-03-31,247.681804,255.244828,246.872552,253.556381,49598100
2026-04-01,253.846123,255.944181,253.096813,255.394699,40059400
2026-04-02,253.966015,255.894246,250.41928,255.684433,31289400
2026-04-06,256.273892,261.918685,256.223919,258.621704,29329900
2026-04-07,255.924218,255.96419,245.473839,253.266663,62148000
2026-04-08,258.212115,259.510906,256.293869,258.661682,41032800
2026-04-09,258.761595,260.879639,255.834299,260.250214,28121600
2026-04-10,259.740695,261.948652,258.781556,260.240234,31291500
2026-04-13,259.490937,259.940504,256.423755,258.961426,36234700
2026-04-14,259.011363,261.688888,256.953261,258.591736,48370700
2026-04-15,257.922377,266.314639,257.572693,266.184753,49913500
